district,crop,soil_type,N,P,K,ph,temperature,humidity,rainfall,label
Thiruvananthapuram,Coconut,laterite,33.0,12.0,49.0,5.614153849291569,27.57746957624424,72.50829071544018,204.5425842093153,Coconut
Thiruvananthapuram,Coconut,laterite,48.0,11.0,53.0,5.87060759829512,26.64571272440812,85.80246537271688,152.1379031926675,Coconut
Thiruvananthapuram,Coconut,laterite,45.0,11.0,50.0,5.847468493235883,29.96238864271,85.82543321136998,223.25074169079008,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,12.0,25.0,5.649514870024598,24.062226716478072,78.93362335865447,197.8466562668806,Coconut
Thiruvananthapuram,Coconut,laterite,53.0,30.0,39.0,6.215752302882828,25.116515884686187,82.09832011506992,209.4349515002613,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,17.0,53.0,5.9707464238237,26.103038982324605,72.3408521498558,208.2325016117704,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,24.0,31.0,6.493095815290223,26.932666431571956,72.16394816413421,206.33653412302115,Coconut
Thiruvananthapuram,Coconut,laterite,46.0,15.0,50.0,6.201875214275636,26.84195218534265,85.22520500210783,168.8610551825853,Coconut
Thiruvananthapuram,Coconut,laterite,54.0,14.0,32.0,5.742525910788735,27.54313810610613,88.58217646211718,189.3018973201185,Coconut
Thiruvananthapuram,Coconut,laterite,46.0,10.0,50.0,5.885918364464981,28.466310539942537,88.55539518533196,201.0722776124394,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,15.0,44.0,6.189714632662832,24.07252706400845,71.17686250003888,244.80454768560148,Coconut
Thiruvananthapuram,Coconut,laterite,28.0,22.0,34.0,5.7717278924551225,26.63863145623081,86.87706192997173,151.65607475382564,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,16.0,35.0,5.768564560860071,25.444427937859068,73.22083000260304,170.5361032243914,Coconut
Thiruvananthapuram,Coconut,laterite,50.0,28.0,35.0,5.980290716995696,27.22108036662173,79.28205554464064,248.46196815155415,Coconut
Thiruvananthapuram,Coconut,laterite,34.0,21.0,36.0,6.098165981481654,25.4595684940941,86.07329401765202,235.10857317077765,Coconut
Thiruvananthapuram,Coconut,laterite,42.0,26.0,53.0,6.370327302793393,26.98404464491263,85.57926395973283,197.1631509424437,Coconut
Thiruvananthapuram,Coconut,laterite,28.0,19.0,28.0,5.783769882594393,25.116138374395167,86.10756177836818,209.54184088983592,Coconut
Thiruvananthapuram,Coconut,laterite,29.0,19.0,44.0,6.443559825546896,29.307023517368105,75.72248969083063,219.25516854043968,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,25.0,45.0,5.872879139264157,24.31645772761998,89.46950013912662,194.4086083208879,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,29.0,50.0,5.718370188231735,27.694907887175585,86.82174328417017,245.787650001256,Coconut
Thiruvananthapuram,Coconut,laterite,35.0,30.0,43.0,6.054102528173181,29.918651893699383,89.42984402572269,239.3628910584416,Coconut
Thiruvananthapuram,Coconut,laterite,27.0,12.0,53.0,5.630149401935308,28.27672068730076,71.388811828397,179.06469577975471,Coconut
Thiruvananthapuram,Coconut,laterite,41.0,16.0,35.0,6.349553159495898,27.40158574177283,82.64581456968651,245.01622507273987,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,29.0,49.0,6.1692973964903794,27.9352817112807,89.5028913790843,186.82434332427124,Coconut
Thiruvananthapuram,Coconut,laterite,46.0,11.0,30.0,6.074001043046678,24.430601169986964,70.95892632054056,232.77096900469851,Coconut
Thiruvananthapuram,Coconut,laterite,43.0,17.0,44.0,5.700982162844761,24.80604346689825,88.36945590149749,180.7702007871285,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,11.0,51.0,5.803868202924999,28.19974056134194,83.42716371772099,153.68323593554726,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,23.0,52.0,6.371411351225047,25.22051908866688,83.97191566528997,232.47409602086032,Coconut
Thiruvananthapuram,Coconut,laterite,29.0,20.0,29.0,6.16405286521168,29.33946449769501,81.0608837012116,211.38098632730663,Coconut
Thiruvananthapuram,Coconut,laterite,47.0,29.0,52.0,6.33873204632333,27.257751084185376,73.87902147973493,170.0086327543968,Coconut
Thiruvananthapuram,Coconut,laterite,30.0,25.0,54.0,5.552497473742576,29.785824289889533,78.14722001368922,166.9491264827147,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,22.0,40.0,5.9363645651602175,26.832197411057265,75.95434474461959,249.56857039801716,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,26.0,40.0,5.720920490375006,24.71157575798333,89.73097123995655,196.17157580161347,Coconut
Thiruvananthapuram,Coconut,laterite,49.0,26.0,42.0,6.446528718630432,29.18574315779866,75.26081668566384,164.5419391064156,Coconut
Thiruvananthapuram,Coconut,laterite,34.0,11.0,46.0,5.860882201956679,25.245817240534286,83.85377423032702,172.91224770340884,Coconut
Thiruvananthapuram,Coconut,laterite,48.0,26.0,42.0,5.766648165162852,27.001288253074307,81.95468121247129,208.53955597458332,Coconut
Thiruvananthapuram,Coconut,laterite,45.0,24.0,51.0,5.953329596347359,29.95156049998861,82.54362422714352,215.55263790190205,Coconut
Thiruvananthapuram,Coconut,laterite,38.0,25.0,33.0,5.67406316448042,28.20604339109063,79.07064250484888,195.81688783603587,Coconut
Thiruvananthapuram,Coconut,laterite,32.0,21.0,28.0,5.591830355468581,24.337914745044785,87.90257564901785,232.00749369639172,Coconut
Thiruvananthapuram,Coconut,laterite,42.0,18.0,53.0,5.664983118475577,29.041061239456493,82.84934739461295,209.5425347350048,Coconut
Thiruvananthapuram,Coconut,laterite,38.0,29.0,25.0,6.42125033034606,27.81230583138074,85.75928556557696,230.62774752901,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,26.0,37.0,5.8090540821496255,29.67010544471336,85.08307115344522,238.45954962379068,Coconut
Thiruvananthapuram,Coconut,laterite,38.0,21.0,48.0,6.429227725241483,28.947885193354733,86.84750124072396,161.87483979391885,Coconut
Thiruvananthapuram,Coconut,laterite,52.0,26.0,28.0,5.835291368164961,29.75083868193115,85.26406801267609,243.4090625761148,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,16.0,29.0,5.93363530621748,25.516401472361764,72.93825519261556,198.66452780212308,Coconut
Thiruvananthapuram,Coconut,laterite,48.0,13.0,46.0,6.351652296768404,29.7855733655294,74.67427465135236,246.81701241833903,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,30.0,30.0,5.74390588288118,26.33178278090177,81.15089294462797,219.448409397616,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,24.0,29.0,5.60740068862418,24.483166543523332,89.80941947644183,174.20650717165424,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,17.0,40.0,6.035807769574324,24.37086888968183,81.26405451282616,215.3918624385488,Coconut
Thiruvananthapuram,Coconut,laterite,53.0,23.0,36.0,5.918648997755142,28.869185044124777,84.18781274947101,165.54080816507138,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,23.0,26.0,5.8849489484380415,29.62851409843368,71.28572066775426,220.0855852338936,Coconut
Thiruvananthapuram,Coconut,laterite,54.0,23.0,35.0,6.004244478913658,24.685000790116447,82.4608642608088,234.46180267309356,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,15.0,48.0,6.488010830155753,25.25066852357595,89.41238520754699,205.52460447389603,Coconut
Thiruvananthapuram,Coconut,laterite,35.0,13.0,50.0,6.018012191560622,25.91969919360815,75.04414160257247,167.21526723993225,Coconut
Thiruvananthapuram,Coconut,laterite,54.0,11.0,29.0,6.465679375254823,24.065711952537203,83.32984534196135,193.02353262613448,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,14.0,27.0,6.476787818193306,27.44535743604707,88.17289801068584,243.09172721173903,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,21.0,54.0,5.973496126273544,26.880761111655676,87.65997664617777,187.7355717403572,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,27.0,25.0,6.133913491403337,27.56211582862549,78.44234734761685,233.27797773135683,Coconut
Thiruvananthapuram,Coconut,laterite,47.0,21.0,41.0,5.814825001509984,26.989362619661375,70.03318955310077,188.26707695109215,Coconut
Thiruvananthapuram,Coconut,laterite,37.0,14.0,41.0,5.803245953834282,26.491118008769277,70.54380234863548,151.27396119137933,Coconut
Thiruvananthapuram,Coconut,laterite,51.0,10.0,42.0,5.782236347712884,28.189529746300494,89.46796159868042,190.8487237298691,Coconut
Thiruvananthapuram,Coconut,laterite,32.0,27.0,49.0,5.585677421098904,29.528864154069797,88.09568346488935,213.03909559218343,Coconut
Thiruvananthapuram,Coconut,laterite,29.0,22.0,29.0,6.425843726041551,27.339250303736893,80.87499684833003,184.78922042244963,Coconut
Thiruvananthapuram,Coconut,laterite,29.0,15.0,43.0,5.939791654813384,27.688108628736614,78.81399792630583,189.27197004494104,Coconut
Thiruvananthapuram,Coconut,laterite,41.0,18.0,51.0,6.486703982456837,27.56753987609976,83.57374021522398,165.15953834441777,Coconut
Thiruvananthapuram,Coconut,laterite,38.0,11.0,30.0,5.70729814919137,29.609351509223195,82.340589996798,190.2787164440816,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,13.0,29.0,5.810356089314499,28.87477054178239,83.53580029110205,188.37238154214376,Coconut
Thiruvananthapuram,Coconut,laterite,42.0,30.0,28.0,5.740173637582441,27.167248387265737,72.18804959403116,177.82313636584502,Coconut
Thiruvananthapuram,Coconut,laterite,50.0,26.0,34.0,5.933768813392241,27.20439126572816,87.35486004140469,213.59788191809443,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,30.0,32.0,5.5375944257402905,24.43699360040234,71.37297083323678,212.67932942992536,Coconut
Thiruvananthapuram,Coconut,laterite,34.0,28.0,41.0,5.786893511478782,25.60527087048009,84.15554643727089,193.53725991021767,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,18.0,52.0,6.0789052009474265,24.11785045112403,76.38592806972952,218.02813394189403,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,30.0,33.0,5.642484679936925,26.65161940072833,78.75704981487213,167.67503629153154,Coconut
Thiruvananthapuram,Coconut,laterite,28.0,12.0,29.0,5.790355356803957,26.759938670605308,70.0175371279931,166.6190584098991,Coconut
Thiruvananthapuram,Coconut,laterite,30.0,24.0,38.0,5.943407760947072,24.491318063746235,78.47816116002872,212.03711769312457,Coconut
Thiruvananthapuram,Coconut,laterite,51.0,27.0,27.0,6.218021348387658,26.024318548448107,77.30495203638566,223.16142075636208,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,24.0,49.0,5.857467514337573,29.47090974146134,82.95540142261827,200.1670421367849,Coconut
Thiruvananthapuram,Coconut,laterite,44.0,20.0,28.0,6.34337893266565,27.41140158756791,83.02843133387746,194.61720670926613,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,18.0,31.0,5.873219636956813,24.80231290346912,78.02809385015502,159.6609924242917,Coconut
Thiruvananthapuram,Coconut,laterite,43.0,16.0,48.0,6.483293460810844,29.488433960249857,88.35985335731162,178.85368752709792,Coconut
Thiruvananthapuram,Coconut,laterite,35.0,22.0,55.0,5.937361143605887,26.30422457048395,80.36849659674834,165.99563436495086,Coconut
Thiruvananthapuram,Coconut,laterite,43.0,10.0,40.0,6.116526808454188,25.84827803952992,80.1622546279872,223.41671508922383,Coconut
Thiruvananthapuram,Coconut,laterite,51.0,11.0,29.0,5.577334715854174,27.92513295819002,78.08222390207358,213.49691538104747,Coconut
Thiruvananthapuram,Coconut,laterite,35.0,22.0,26.0,6.321863629518384,28.791642201846933,70.54693496807573,219.00737059274772,Coconut
Thiruvananthapuram,Coconut,laterite,26.0,26.0,51.0,6.275782999509578,25.817822671272324,77.00989439279581,198.2291404612837,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,19.0,26.0,5.910472553162323,26.701523347002023,84.30549277180702,152.462886832406,Coconut
Thiruvananthapuram,Coconut,laterite,46.0,21.0,48.0,6.216507313725998,26.27959958572421,86.44010580711594,216.4298644685272,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,22.0,54.0,6.075386094546122,25.75412570053852,85.13011782859702,153.72459425311916,Coconut
Thiruvananthapuram,Coconut,laterite,49.0,28.0,28.0,5.719446604801366,25.50426697067245,82.3824683165903,222.3338302264588,Coconut
Thiruvananthapuram,Coconut,laterite,52.0,27.0,31.0,5.970188075396954,24.83927568429159,82.2642815005349,227.2708049396076,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,23.0,54.0,6.173058737030555,29.81371815025349,89.48845806512621,216.7121724274454,Coconut
Thiruvananthapuram,Coconut,laterite,37.0,23.0,35.0,6.35104051072596,28.097719238697657,87.12491652175132,244.0596435077696,Coconut
Thiruvananthapuram,Coconut,laterite,40.0,24.0,44.0,6.032221811593808,24.97517264920677,85.88958991630003,152.5564179886531,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,14.0,35.0,5.8021582262930735,27.33455390288032,73.78544086857974,206.62569201622216,Coconut
Thiruvananthapuram,Coconut,laterite,25.0,13.0,26.0,5.815802261766411,26.66622407821693,75.33954635414655,232.5096247929224,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,25.0,26.0,6.201743841047229,27.621811224241192,70.13255758937206,157.60419207891024,Coconut
Thiruvananthapuram,Coconut,laterite,52.0,26.0,49.0,6.428396493564231,24.82814255932121,80.78105195158545,212.70510505126757,Coconut
Thiruvananthapuram,Coconut,laterite,42.0,25.0,49.0,5.640612034764496,27.66290272236072,79.13493551861832,167.2399482111562,Coconut
Thiruvananthapuram,Coconut,laterite,44.0,25.0,54.0,6.211566356774652,24.51630154990027,70.27464020757469,154.89283142494432,Coconut
Thiruvananthapuram,Coconut,laterite,45.0,17.0,31.0,5.942928332822323,25.620268899286305,80.91551974516032,222.32441338855412,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,26.0,40.0,5.70841369034435,25.7616928993558,82.69591181937946,156.3231998238247,Coconut
Thiruvananthapuram,Coconut,laterite,33.0,24.0,55.0,6.44138671782734,28.931882038445877,78.76773043330039,204.84131304942727,Coconut
Thiruvananthapuram,Coconut,laterite,39.0,22.0,46.0,6.077999173067735,28.67988022919862,85.27718487634547,232.00007243600817,Coconut
Thiruvananthapuram,Coconut,laterite,36.0,18.0,26.0,6.314394276682022,29.09018667377012,88.669108084758,163.0862868419075,Coconut
Thiruvananthapuram,Coconut,laterite,31.0,11.0,50.0,5.982521973405874,25.535460099031177,71.59876381671691,235.27547201420447,Coconut
Thiruvananthapuram,Coconut,laterite,52.0,14.0,33.0,6.418630149111269,25.90816781822684,74.98065464266782,152.93437999275048,Coconut
Thiruvananthapuram,Coconut,laterite,42.0,18.0,43.0,5.529509644166036,24.89287206922368,85.60505721809207,232.5435863786071,Coconut
Thiruvananthapuram,Coconut,laterite,37.0,28.0,34.0,5.670926123227116,28.77617926453538,74.02323999546715,231.77099325771823,Coconut
Thiruvananthapuram,Coconut,laterite,27.0,20.0,54.0,6.385398737085167,26.10089707710563,80.24437068544098,155.46799002098484,Coconut
Thiruvananthapuram,Coconut,laterite,45.0,30.0,29.0,5.922912053414562,27.4077050072204,87.87749191743448,192.77367515360444,Coconut
Thiruvananthapuram,Coconut,laterite,54.0,14.0,41.0,5.919572042695343,25.135376057961054,75.26584029714232,155.33313376868335,Coconut
Thiruvananthapuram,Coconut,laterite,27.0,24.0,47.0,6.296048621776347,27.011419129689127,86.47261006747074,246.80473135466357,Coconut
Thiruvananthapuram,Coconut,laterite,38.0,26.0,49.0,5.666098241106159,24.25951024433897,73.14110581312794,167.4126165104954,Coconut
Thiruvananthapuram,Coconut,laterite,26.0,17.0,41.0,6.079380955356848,28.200087520413256,71.90227231912114,222.42808227231023,Coconut
Thiruvananthapuram,Coconut,laterite,53.0,11.0,25.0,6.032612035575369,24.6766070017721,82.31181115138888,229.5251640855115,Coconut
Thiruvananthapuram,Coconut,laterite,34.0,27.0,49.0,5.991661672030421,26.446531375858328,71.95915463363804,216.0026031701396,Coconut
Thiruvananthapuram,Coconut,laterite,30.0,25.0,45.0,5.600948970000977,24.065409971050578,74.56531086806271,199.5261496840613,Coconut
Thiruvananthapuram,Coconut,laterite,30.0,17.0,51.0,5.569686182145487,29.959621575124658,75.66027007238932,235.70949750906664,Coconut
Thiruvananthapuram,Coconut,laterite,28.0,17.0,48.0,5.790213988474324,27.95307485149341,74.93122318973157,186.39860611383511,Coconut
Thiruvananthapuram,Coconut,sandy,25.0,29.0,47.0,6.31823991697391,29.85153613277368,78.39851136342345,164.31657458908188,Coconut
Thiruvananthapuram,Coconut,sandy,37.0,25.0,27.0,6.389989699263541,26.26789039900553,76.29205831777286,153.79516349678278,Coconut
Thiruvananthapuram,Coconut,sandy,41.0,25.0,41.0,5.854888133161655,25.8811920922221,82.7166841013148,152.98291860197634,Coconut
Thiruvananthapuram,Coconut,sandy,27.0,28.0,40.0,6.084303166799748,25.259670535117323,80.81315728759809,164.2545322748359,Coconut
Thiruvananthapuram,Coconut,sandy,34.0,16.0,46.0,6.394547847030271,26.427457639289763,73.09995987145253,189.01174708438072,Coconut
Thiruvananthapuram,Coconut,sandy,55.0,29.0,51.0,6.485198726586775,27.42733938401563,81.73505768028517,179.38924528013462,Coconut
Thiruvananthapuram,Coconut,sandy,25.0,13.0,49.0,6.252224194634688,28.44531803565633,79.20753890005372,166.1500550919291,Coconut
Thiruvananthapuram,Coconut,sandy,34.0,20.0,26.0,5.76985260454593,25.04242140894801,78.72773589331587,249.87475934772132,Coconut
Thiruvananthapuram,Coconut,sandy,40.0,16.0,35.0,6.10040304503189,25.74000635712594,79.21254457390708,181.9522643429329,Coconut
Thiruvananthapuram,Coconut,sandy,35.0,20.0,41.0,5.556579588957467,24.852376908527017,89.76608948528302,164.8408059611175,Coconut
Thiruvananthapuram,Coconut,sandy,38.0,17.0,25.0,6.310304989460064,26.83995304208665,85.9745881152069,205.2159674513205,Coconut
Thiruvananthapuram,Coconut,sandy,35.0,22.0,55.0,5.738565013682352,27.399735248627497,73.3351474466271,231.7963956548346,Coconut
Thiruvananthapuram,Coconut,sandy,47.0,11.0,53.0,5.843261198060999,28.44103293984277,77.36073894954964,178.84050112114608,Coconut
Thiruvananthapuram,Coconut,sandy,29.0,16.0,48.0,5.608370397347517,24.217187181859785,78.10341676641693,162.00511520427915,Coconut
Thiruvananthapuram,Coconut,sandy,27.0,12.0,25.0,6.096282627668522,25.21157871080358,85.78933003774831,229.4827010640827,Coconut
Thiruvananthapuram,Coconut,sandy,30.0,27.0,54.0,5.825909560562225,25.00402411116407,86.38477045297647,221.2337646190601,Coconut
Thiruvananthapuram,Coconut,sandy,45.0,16.0,31.0,5.571954760046968,25.781922664133152,71.7585091579656,217.54461986489133,Coconut
Thiruvananthapuram,Coconut,sandy,29.0,28.0,55.0,6.12096744666214,25.443822625025916,82.87947508501544,176.78693928949315,Coconut
Thiruvananthapuram,Coconut,sandy,41.0,11.0,45.0,5.571137158657394,24.655315199416403,70.36037611049238,196.2391277652445,Coconut
Thiruvananthapuram,Coconut,sandy,33.0,12.0,38.0,5.856556213968573,29.521986811991805,75.00729269608638,240.82062519687628,Coconut
Thiruvananthapuram,Coconut,sandy,27.0,22.0,28.0,6.358247433802679,27.03768660927704,78.93253932633657,228.7104640552951,Coconut
Thiruvananthapuram,Coconut,sandy,35.0,25.0,54.0,6.045325240318416,29.611918965553528,72.51101324303347,180.5786024975565,Coconut
Thiruvananthapuram,Coconut,sandy,36.0,28.0,42.0,6.232262551441395,25.67919529804964,87.82648815673895,237.17851887871316,Coconut
Thiruvananthapuram,Coconut,sandy,46.0,16.0,47.0,5.529312896150472,27.2114283494913,72.89266330170024,219.47729412925327,Coconut
Thiruvananthapuram,Coconut,sandy,52.0,30.0,41.0,5.890816288425429,24.086600958837185,83.97481225585965,231.99841531114043,Coconut
Thiruvananthapuram,Coconut,sandy,26.0,11.0,50.0,5.711218313050076,24.836594210059,70.91089286863149,188.63619492383825,Coconut
Thiruvananthapuram,Coconut,sandy,26.0,27.0,43.0,6.361938496478564,27.158623564250178,70.23402035381193,192.903143333296,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,19.0,35.0,5.804138740204917,27.141357095681524,70.99636290281099,237.3770758390094,Coconut
Thiruvananthapuram,Coconut,sandy,30.0,20.0,42.0,6.176180656032885,25.01312140487469,89.79379834920346,182.90579747605912,Coconut
Thiruvananthapuram,Coconut,sandy,36.0,22.0,46.0,5.808684818635489,28.13403706238287,88.56797578325617,247.7028617870511,Coconut
Thiruvananthapuram,Coconut,sandy,39.0,20.0,53.0,6.029577374132313,29.94836209006224,84.74032376581236,180.29948510084145,Coconut
Thiruvananthapuram,Coconut,sandy,30.0,13.0,46.0,5.526204959839284,25.336575485664948,70.98262462458598,210.26988412529568,Coconut
Thiruvananthapuram,Coconut,sandy,47.0,18.0,45.0,6.295846510042283,27.370936372240145,71.70831384109056,211.47805981716184,Coconut
Thiruvananthapuram,Coconut,sandy,26.0,10.0,34.0,6.322123142938272,26.81905356050376,70.5771596528651,176.84909072916005,Coconut
Thiruvananthapuram,Coconut,sandy,32.0,23.0,42.0,6.200049520182422,25.859668944490032,76.92754657063698,229.12778749502,Coconut
Thiruvananthapuram,Coconut,sandy,46.0,20.0,25.0,6.408716385889466,29.620569249442,76.05247421712606,189.0502941282257,Coconut
Thiruvananthapuram,Coconut,sandy,42.0,16.0,53.0,5.819815558434557,28.704890357007077,87.59698208674567,199.42900567383265,Coconut
Thiruvananthapuram,Coconut,sandy,55.0,17.0,34.0,5.880905203214217,25.855698173189623,82.54690631477581,170.14074162462555,Coconut
Thiruvananthapuram,Coconut,sandy,32.0,29.0,50.0,5.962330961772881,24.48795580143646,85.47506944119999,182.5121098823081,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,29.0,49.0,6.214152783055845,26.791968459861145,80.56564563442437,199.43321608106984,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,12.0,37.0,5.729851481711234,26.1947504478215,84.53271599873632,194.00673779343435,Coconut
Thiruvananthapuram,Coconut,sandy,27.0,13.0,55.0,5.961301307706791,25.825547200002177,74.44133452011117,179.89343964694484,Coconut
Thiruvananthapuram,Coconut,sandy,43.0,18.0,48.0,6.219406533003131,26.501700346684693,89.03603676558194,213.52296093804003,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,22.0,28.0,5.600670882496035,28.09062186563234,80.4321828962444,203.2177416729316,Coconut
Thiruvananthapuram,Coconut,sandy,31.0,25.0,47.0,6.060487626716228,28.871743317636923,75.01215542815483,237.75823645239404,Coconut
Thiruvananthapuram,Coconut,sandy,27.0,22.0,29.0,6.1938738498689485,26.069875986876955,75.27196521653623,232.82047943610988,Coconut
Thiruvananthapuram,Coconut,sandy,31.0,11.0,50.0,5.956582295221375,27.51819571902348,86.14534893254364,243.22580590912108,Coconut
Thiruvananthapuram,Coconut,sandy,52.0,26.0,32.0,5.912513266503858,28.9804870240037,74.30456828471567,234.12349441308203,Coconut
Thiruvananthapuram,Coconut,sandy,28.0,15.0,37.0,6.209861400089546,26.2334574359383,77.5754687038312,214.89670303370184,Coconut
Thiruvananthapuram,Coconut,sandy,53.0,16.0,29.0,6.488401489319544,24.3282802632178,71.32507017113483,208.45451479621295,Coconut
Thiruvananthapuram,Coconut,sandy,33.0,20.0,36.0,5.939764359073941,26.38759299789886,80.33134138819852,197.4734320894081,Coconut
Thiruvananthapuram,Coconut,sandy,32.0,26.0,38.0,5.867020206769041,28.412663593858888,84.35757672863403,164.11156557095822,Coconut
Thiruvananthapuram,Coconut,sandy,36.0,30.0,29.0,6.149574305790523,29.910401843387334,88.30891781644739,211.38920922634617,Coconut
Thiruvananthapuram,Coconut,sandy,26.0,12.0,50.0,5.87116975311346,24.98223019656121,88.76682679625405,212.52274934147465,Coconut
Thiruvananthapuram,Coconut,sandy,55.0,20.0,47.0,5.898373746133883,27.23382579766994,84.88913151518565,227.5276851166552,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,29.0,29.0,6.172391097853523,28.145271396078225,77.89730804956947,170.25486322554826,Coconut
Thiruvananthapuram,Coconut,sandy,44.0,28.0,36.0,6.034335946750024,24.305787452892428,82.44017996487528,210.7959165752477,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,14.0,32.0,5.5115263257301965,25.91865984229275,78.04772358954821,228.6126878497521,Coconut
Thiruvananthapuram,Coconut,sandy,46.0,11.0,27.0,6.4366355283116885,29.83580837817901,74.13657419595624,196.42910780431777,Coconut
Thiruvananthapuram,Coconut,sandy,34.0,22.0,38.0,6.191736357801879,25.035256547194606,81.11946671140807,238.6060153290014,Coconut
Thiruvananthapuram,Coconut,sandy,43.0,27.0,50.0,5.707727185902586,25.335882840603244,86.76150590856182,162.92091849474042,Coconut
Thiruvananthapuram,Coconut,sandy,50.0,23.0,47.0,5.749182057390832,24.216233542712686,78.88610806400621,164.47938411179945,Coconut
Thiruvananthapuram,Coconut,sandy,40.0,17.0,37.0,6.183451518170183,28.934918571286342,76.93336243844767,203.5589159869648,Coconut
Thiruvananthapuram,Coconut,sandy,50.0,16.0,40.0,5.789555985406837,27.800554305858714,88.18784844824496,181.4214682951213,Coconut
Thiruvananthapuram,Coconut,sandy,32.0,11.0,39.0,5.7914139044995565,29.776578929493272,73.0778626717721,222.66401558512,Coconut
Thiruvananthapuram,Coconut,sandy,30.0,28.0,35.0,6.109991052023922,26.69120252719716,80.70014243390875,239.3684251930269,Coconut
Thiruvananthapuram,Coconut,sandy,29.0,14.0,33.0,6.460109206123265,24.386519425832027,84.2993980044458,207.1338025407269,Coconut
Thiruvananthapuram,Coconut,sandy,49.0,14.0,36.0,5.5837857965564455,24.661202336158237,86.40978192394742,230.74474490387567,Coconut
Thiruvananthapuram,Coconut,sandy,25.0,19.0,32.0,5.986228144537325,24.244621440866712,70.8863103911149,160.69264469072473,Coconut
Thiruvananthapuram,Coconut,sandy,43.0,17.0,45.0,6.271718374679184,25.889539270723752,87.66876625245027,150.97248860533466,Coconut
Thiruvananthapuram,Coconut,sandy,29.0,16.0,45.0,5.83873932652971,28.14678000518033,86.99696234857792,200.0695771820788,Coconut
Thiruvananthapuram,Coconut,sandy,34.0,26.0,44.0,5.918011611711933,29.53968871892916,84.8837236107249,164.2141226996187,Coconut
Thiruvananthapuram,Coconut,sandy,46.0,15.0,46.0,6.19231133750987,29.418520786652383,86.15261421269396,245.0026815635427,Coconut
Thiruvananthapuram,Coconut,sandy,32.0,21.0,48.0,5.534834893798788,29.98740287204598,86.50064621912183,151.58615260672673,Coconut
Thiruvananthapuram,Coconut,sandy,43.0,14.0,30.0,5.591640878376933,25.10444298665339,83.07131699472095,229.67732240914532,Coconut
Thiruvananthapuram,Coconut,sandy,39.0,14.0,25.0,6.294391361878245,27.57636318006773,85.36952140409919,186.72237442219483,Coconut
Thiruvananthapuram,Coconut,sandy,53.0,22.0,36.0,6.326484078536887,28.60940002434825,80.60909532460681,167.09959785100472,Coconut
Thiruvananthapuram,Coconut,sandy,45.0,25.0,43.0,5.71417436436359,25.17387695528283,79.02064544683927,212.3459142696836,Coconut
Thiruvananthapuram,Coconut,sandy,40.0,21.0,28.0,6.272077977602955,29.392471792559128,78.8063000973543,169.65375234149698,Coconut
Thiruvananthapuram,Coconut,sandy,42.0,10.0,38.0,5.922853595027446,24.87902743653533,74.13337656861965,177.4344089898579,Coconut
Thiruvananthapuram,Coconut,sandy,28.0,29.0,55.0,5.660007591195171,26.09252814026077,89.20296525818215,157.14753882876937,Coconut
Thiruvananthapuram,Coconut,sandy,31.0,13.0,41.0,6.02192581905998,28.64759565175508,74.75456631805712,231.18728095531608,Coconut
Thiruvananthapuram,Coconut,sandy,25.0,18.0,55.0,6.261414109789381,27.894437643393896,72.99778588036453,154.63774832147303,Coconut
